爱咋咋地	azzd
亳	bowq
波纹	bowf
玻	bow
簸	bovy
播种	bovs
波折	bove
剥	bovd
簿	bovc
舶	bovb
箔	bov
剥	bov
饽	bouz
擘	bouu
磻	bout
鹁	boun
檗	boum
勃	boul
博士	boui
礴	bouc
砵	boub
搏杀	boua
博	bou
拨通	bots
波涛	botc
播送	boss
波斯	bosi
播撒	bosa
薄弱	boro
般若	bore
伯	borb
伯	bor
博取	boqu
薄情	boqk
勃起	boqi
剥皮	bopi
袯	bopd
脖	booz
膊	booc
膊	boo
拨弄	bons
桲	bomz
驳	bomx
伯母	bomu
薄面	bomm
薄命	bomk
榑	bomc
柏	bomb
柏	bom
菠萝	bolo
波澜	bolj
波兰	bolj
玻璃	boli
剥离	boli
波浪	bolh
伯乐	bole
卜	bold
柏林	bolb
卜	bol
哱	bokz
啵	boky
噃	bokt
拨款	bokr
博客	boke
拨开	bokd
啵	bok
伯爵	bojt
薄酒	bojq
跛脚	bojn
波及	boji
搏击	boji
钹	bojd
镈	bojc
钵	bojb
铂	boj
播出	boiu
驳斥	boii
波长	boih
泊车	boie
馞	bohz
波黑	bohw
驳回	bohv
薄荷	bohe
渤海	bohd
拨号	bohc
馞	boh
剥光	bogl
脖颈	bogg
拨付	bofu
播	boft
播放	bofh
拨	bofd
搏	bofc
播发	bofa
播	bof
嶓	boet
波恩	boen
嶓	boe
搏斗	bodz
波	body
波动	bods
波段	bodr
剥夺	bodo
剥掉	bodn
渤	bodl
博得	bode
波导	bodc
泊	bodb
拨打	boda
波	bod
菠	bocy
蕃	boct
菠菜	bocd
博彩	bocd
薄	bocc
薄	boc
伯伯	bobo
薄冰	bobk
帛	bobj
播报	bobc
帛	bob
僰	boar
博鳌	boao
博爱	boai
鲌	boab
鲌	boa
拨	bo
不能自已	bnzy
婊子	bnzi
不能自拔	bnzb
标有	bnyz
标语	bnyu
表演	bnyj
表姨	bnyi
表扬	bnyh
表页	bnye
不难想象	bnxx
表兄	bnxs
表现	bnxm
表象	bnxl
表形	bnxk
笨鸟先飞	bnxf
表外	bnwd
标准	bnvy
标注	bnvu
标志	bnvi
表彰	bnvh
表征	bnvg
表针	bnvf
白内障	bnv
表述	bnuu
表叔	bnuu
表率	bnuk
表示	bnui
飙升	bnug
表婶	bnuf
搬弄是非	bnuf
表头	bntz
标题	bnti
表态	bntd
饱暖思淫欲	bnsy
表嫂	bnsc
俵	bnry
儦	bnrh
俵	bnr
飙	bnqx
标签	bnqm
标枪	bnql
表情	bnqk
表亲	bnqb
飙	bnq
裱	bnpy
标配	bnpw
表皮	bnpi
标牌	bnpd
裱	bnp
脿	bnoy
膘	bnox
膘	bno
百年难遇	bnny
表内	bnnw
婊	bnn
骠	bnmx
表妹	bnmw
杓	bnmu
表面	bnmm
表明	bnmk
巴拿马	bnma
标	bnm
表露	bnlu
表链	bnlm
表里	bnli
别闹了	bnle
不难看出	bnki
标价	bnjx
镖局	bnju
表决	bnjt
飑	bnjs
表舅	bnjq
表姐	bnjp
标间	bnjm
标记	bnji
镳	bnjh
不念旧恶	bnje
镖	bnj
标出	bniu
标尺	bnii
百鸟朝凤	bnif
飙车	bnie
熛	bnhx
裱糊	bnhu
彪	bnhp
彪悍	bnhj
百年好合	bnhh
标号	bnhc
彪	bnh
表姑	bngu
表功	bngs
标杆	bngj
表格	bnge
表哥	bng
表	bnfy
摽	bnfx
不耐烦	bnfj
本年度	bndu
标点	bndm
表单	bndj
百年大计	bndj
表弟	bndi
瀌	bndh
表带	bndd
表达	bnda
蔈	bncx
藨	bnch
表层	bncg
蔈	bnc
百年不遇	bnby
瘭	bnbx
不男不女	bnbn
标兵	bnbk
标榜	bnbh
标本	bnbf
表白	bnbd
标靶	bnba
瘭	bnb
鳔	bnax
鳔	bna
表	bn
不鸣则已	bmzy
编组	bmzu
编纂	bmzr
变作	bmzo
边	bmzl
闭门造车	bmzi
辫子	bmzi
编造	bmzc
遍	bmz
便有	bmyz
不名一文	bmyw
便于	bmyu
兵马俑	bmys
边缘	bmyr
不名一钱	bmyq
边沿	bmyj
贬义	bmyi
编译	bmyi
变样	bmyh
遍野	bmye
编印	bmyb
变压	bmya
并没有	bmy
不满意	bmy
表面现象	bmxx
编修	bmxq
编写	bmxp
变小	bmxn
变现	bmxm
变相	bmxl
变形	bmxk
宝马香车	bmxi
变心	bmxb
忭	bmx
保密性	bmx
白马王子	bmwz
变	bmwy
兵马未动，粮草先行	bmwx
变为	bmww
表面文章	bmwv
编舞	bmwu
八面威风	bmwf
编外	bmwd
变	bmw
北美洲	bmvz
笔墨纸砚	bmvy
不明真相	bmvx
百忙之中	bmvv
拔苗助长	bmvv
编著	bmvu
变种	bmvs
编撰	bmvr
便装	bmvl
贬值	bmvi
编制	bmvi
不买账	bmvh
辩证	bmvg
变阵	bmvf
编者	bmve
不毛之地	bmvd
变招	bmvc
编织	bmv
变数	bmuu
不明事理	bmul
表面上看	bmuk
辨识	bmui
边上	bmuh
变身	bmuf
碥	bmuc
砭	bmu
变通	bmts
便条	bmtn
变天	bmtm
变体	bmti
变态	bmtd
鞭挞	bmta
贬损	bmsy
变速	bmsu
闭目塞听	bmst
闭门思过	bmsg
变色	bmse
边塞	bmsd
弁	bmsc
编	bms
编入	bmru
便	bmrg
辨认	bmrf
便	bmr
边卡	bmqx
不谋其政	bmqv
编曲	bmqu
扁鹊	bmqt
变迁	bmqm
变强	bmql
便签	bmq
扁平	bmpk
变盘	bmpj
编排	bmpd
鞭炮	bmpc
变频	bmpb
褊	bmp
昪	bmoc
昪	bmo
编内	bmnw
不瞒你说	bmnu
变暖	bmnr
便溺	bmnn
本命年	bmnm
班门弄斧	bmnf
辨明	bmmk
变慢	bmmj
便秘	bmmi
边门	bmmf
变卖	bmmd
边贸	bmmc
便民	bmmb
编码	bmma
辩论	bmly
变脸	bmlm
变量	bmll
八面玲珑	bmll
便利	bmli
变冷	bmlg
八面来风	bmlf
变了	bmle
变老	bmlc
辩	bml
辨	bml
边框	bmkl
变快	bmkk
贬	bmkf
便可	bmke
匾	bmkc
贬	bmk
编剧	bmju
便捷	bmjp
变焦	bmjn
边检	bmjm
边疆	bmjl
边境	bmjk
编辑	bmji
辩解	bmj
边陲	bmiv
鞭笞	bmii
边长	bmih
变成	bmig
便车	bmie
蝙	bmic
变差	bmia
编程	bmi
变化	bmhx
便会	bmhv
辩护	bmhu
变换	bmhr
变坏	bmhk
编号	bmhc
煸	bmh
扁	bmh
变卦	bmgx
变故	bmgu
笔墨官司	bmgs
边关	bmgr
变更	bmgg
变革	bmge
鞭	bmg
闭门羹	bmg
蝙蝠	bmfu
便饭	bmfj
边防	bmfh
边锋	bmfg
抃	bmfb
变法	bmfa
抃	bmf
不谋而合	bmeh
匾额	bmee
扁豆	bmdz
卞	bmdx
编队	bmdv
本末倒置	bmdv
变动	bmds
变调	bmdn
编订	bmdk
扁担	bmdj
遍地	bmdi
贬低	bmdi
便当	bmdh
变得	bmde
编导	bmdc
汴	bmdb
变大	bmda
汴	bmd
便餐	bmcj
辩词	bmci
鞭策	bmce
辩才	bmcd
萹	bmcc
苄	bmcb
苄	bmc
遍布	bmbu
辨别	bmbp
辩驳	bmbo
便便	bmbm
辩白	bmbd
编报	bmbc
不明不白	bmbb
不明白	bmb
鳊	bmac
鳊	bma
边	bm
布朗族	blzu
不良资产	blzi
伯利兹	blz
本来以为	blyw
表里一致	blyv
不利于	blyu
白龙鱼服	blyf
不留余地	blyd
玻璃纤维	blxw
半老徐娘	blxn
不理想	blxl
暴露无遗	blwy
别来无恙	blwy
包罗万象	blwx
芭蕾舞	blwu
步履维艰	blwj
逼良为娼	blwi
别来这一套	blvt
波澜壮阔	blvk
不吝指教	blvj
避雷针	blvf
不露声色	blus
比利时	blui
不虑胜先虑败	blub
不论是	blu
百里挑一	blty
柏拉图	bltu
白里透红	blth
壁垒森严	blsy
巴勒斯坦	blst
布鲁塞尔	blse
表里如一	blry
病来如山倒	blrd
博览群书	blqu
壁立千仞	blqr
保龄球	blqq
不留情面	blqm
波澜起伏	blqf
步履蹒跚	blpu
舶来品	blpb
摆龙门阵	blmv
本来面目	blmm
菠萝蜜	blmi
爆冷门	blmf
贝雷帽	blmc
不了了之	bllv
筚路蓝缕	blll
不聊了	blle
不落窠臼	blkj
暴力抗法	blkf
不离开	blkd
八路军	bljy
本来就是	blju
不了解	bljp
不良记录	bljl
濒临绝境	bljj
兵来将挡	bljd
碧螺春	bliy
兵临城下	blix
暴露出来	blil
半路出家	blij
鬓乱钗横	blih
百炼成钢	blig
博览会	blhv
巴拉圭	blgv
不良反应	blfy
别浪费	blfw
拨乱反正	blfv
不露锋芒	blfm
别浪费了	blfl
不劳而获	bleh
薄利多销	bldx
便利店	bldm
不良贷款	bldk
白兰地	bldi
波罗的海	bldh
不吝赐教	blcj
不理睬	blcd
表里不一	blby
奔流不息	blbx
玻璃杯	blbw
不冷不热	blbr
变来变去	blbq
不离不弃	blbq
白萝卜	blbo
不伦不类	blbl
波澜不惊	blbj
本来	bl
不堪造就	bkzj
饼子	bkzi
并在	bkzd
不可造次	bkzc
并有	bkyz
不可言喻	bkyy
不可言状	bkyv
并于	bkyu
不可一世	bkyu
并用	bkys
不可以吗	bkym
兵营	bkyk
不堪一击	bkyj
不可言传	bkyi
不可以的	bkyd
病因	bkyb
不可以	bky
不可想象	bkxx
不可信其无	bkxw
冰雪	bkxt
病休	bkxq
不可小觑	bkxq
冰鞋	bkxp
冰箱	bkxl
并行	bkxk
屏息	bkxi
不可懈怠	bkxd
不开心	bkxb
不可外扬	bkwy
禀	bkwx
并未	bkww
并无	bkwu
禀	bkw
冰柱	bkvu
兵种	bkvs
不可捉摸	bkvm
不可知论	bkvl
病症	bkvg
冰镇	bkvf
不堪设想	bkux
冰水	bkuv
兵书	bkuu
不可收拾	bkuu
别开生面	bkum
冰霜	bkul
屏	bkuk
冰山	bkuj
病逝	bkui
冰上	bkuh
饼	bku
不可同日而语	bkty
病退	bktv
病痛	bkts
兵团	bktr
冰糖	bkth
病态	bktd
不可替代	bktd
病榻	bkta
不可思议	bksy
不看僧面看佛面	bksm
病死	bksi
宾客如云	bkry
并入	bkru
病容	bkrs
不堪入目	bkrm
病人	bkrf
不堪入耳	bkre
不可全信	bkqx
百科全书	bkqu
兵权	bkqr
冰球	bkqq
并且	bkqp
病情	bkqk
不可企及	bkqj
兵器	bkqi
兵	bkqb
兵	bkq
不客气	bkq
不靠谱	bkpu
秉	bkpn
不可偏废	bkpf
并排	bkpd
秉	bkp
昺	bkob
昺	bko
不可能	bkng
不可能的	bknd
不可能吧	bknb
并没	bkmw
不可名状	bkmv
病魔	bkmo
不可磨灭	bkmm
禀明	bkmk
百口莫辩	bkmb
兵马	bkma
槟	bkm
柄	bkm
不可理喻	bkly
不考虑	bklv
并列	bklp
并联	bklm
冰凉	bkll
冰凌	bklk
病例	bkli
槟榔	bklh
冰冷	bklg
病了	bkle
并口	bkkz
不可抗力	bkkl
冰块	bkkk
不可开交	bkkj
并可	bkke
病菌	bkjy
不可救药	bkjy
病假	bkjx
并举	bkju
并就	bkjq
冰窖	bkjn
并肩	bkjm
并将	bkjl
冰晶	bkjk
并击	bkji
不可兼得	bkjd
并进	bkjb
摒除	bkiu
冰川	bkir
病床	bkil
秉持	bkii
秉承	bkig
蛃	bkib
蛃	bki
不堪回首	bkhu
病患	bkhr
不可或缺	bkhq
冰寒	bkhj
冰河	bkhe
病害	bkhd
病号	bkhc
炳	bkhb
炳	bkh
并购	bkgz
冰棍	bkgy
冰柜	bkgv
病故	bkgu
秉公	bkgs
不可告人	bkgr
不可估量	bkgl
饼干	bkgj
病根	bkgf
禀告	bkgc
并非	bkfw
不可方物	bkfw
兵符	bkfu
不可否认	bkfr
摒	bkfk
病房	bkfh
冰封	bkfg
不可分割	bkfg
兵法	bkfa
摒	bkf
不可遏制	bkev
病毒	bkdu
冰冻	bkds
冰雕	bkdn
冰点	bkdm
兵丁	bkdk
冰灯	bkdg
不可多得	bkdd
冰岛	bkdc
冰	bkd
并存	bkcy
闭口不言	bkby
百看不厌	bkby
不可不知	bkbv
并不	bkbu
病变	bkbm
并	bkbk
冰棒	bkbh
邴	bkbe
兵败	bkbd
冰雹	bkbc
病	bkbb
病	bkb
丙	bkan
丙	bka
并	bk
伴奏	bjzz
拌嘴	bjzv
并肩作战	bjzv
班组	bjzu
不进则退	bjzt
比较自然	bjzr
扮作	bjzo
班子	bjzi
败家子	bjz
搬运	bjyy
不经一事不长一智	bjyv
半月	bjyt
半圆	bjyr
不讲义气	bjyq
扮演	bjyj
搬移	bjyi
不久以后	bjyh
别具一格	bjyg
不拘一格	bjyg
八九月份	bjyf
半夜	bjye
不绝于耳	bjye
败局已定	bjyd
板鸭	bjya
不经意	bjy
不尽相同	bjxt
半仙	bjxm
扮相	bjxl
颁行	bjxk
不拘小节	bjxj
百家姓	bjx
斑	bjww
伴舞	bjwu
不尽完美	bjwm
办完	bjwj
保家卫国	bjwg
斑纹	bjwf
班	bjw
不解之缘	bjvy
不见真佛不烧香	bjvx
版主	bjvu
不经之谈	bjvt
板砖	bjvr
不久之前	bjvq
百家争鸣	bjvm
不解之谜	bjvm
必经之路	bjvl
败军之将	bjvj
班长	bjvh
办证	bjvg
必经之地	bjvd
般	bjv
扳手	bjuz
北京师范大学	bjux
版税	bjuv
半数	bjuu
杯酒释兵权	bjuq
北京时间	bjuj
办事	bjui
班上	bjuh
半生	bjug
半身	bjuf
北京市	bju
不见兔子不撒鹰	bjty
半途	bjtu
半桶	bjts
不见天日	bjtr
办妥	bjto
半天	bjtm
坂	bjt
伴随	bjsv
巴基斯坦	bjst
不假思索	bjss
不见森林	bjsl
半死	bjsi
悲剧色彩	bjsc
绊	bjsb
绊	bjs
不尽人意	bjry
不久人世	bjru
不近人情	bjrq
不尽然	bjrj
半日	bjri
不仅如此	bjrc
伴	bjrb
伴	bjr
不计前嫌	bjqx
不计其数	bjqu
版权	bjqr
并驾齐驱	bjqq
搬迁	bjqm
不近情理	bjql
比较奇怪	bjqg
不久前	bjq
版	bjpy
般配	bjpw
半票	bjpn
半瓶	bjpk
半拍	bjpd
保健品	bjpb
版	bjp
昄	bjoy
不拘泥于	bjny
搬弄	bjns
半年	bjnm
伴娘	bjnl
比基尼	bjni
不讲面子	bjmz
版面	bjmm
不结盟	bjmg
比较麻烦	bjmf
不结盟运动	bjmd
柈	bjmb
斑马	bjma
板	bjm
病急乱投医	bjly
保加利亚	bjly
背井离乡	bjlx
伴侣	bjlv
半路	bjlu
半裸	bjlo
冰激凌	bjlk
斑斓	bjlj
办理	bjli
伴郎	bjlh
不见了	bjle
办	bjld
瓣	bjl
扮酷	bjku
半空	bjks
比较困难	bjkn
不积跬步无以至千里	bjkl
版块	bjkk
搬开	bjkd
办卡	bjka
钣	bjjy
搬家	bjjx
别具匠心	bjjx
不见经传	bjjv
半句	bjju
斑鸠	bjjq
半截	bjjp
半角	bjjn
颁奖	bjjl
半径	bjjk
班级	bjji
半斤	bjjb
不仅仅	bjj
搬出	bjiu
班禅	bjij
半场	bjih
办成	bjig
班车	bjie
版画	bjhx
半酣	bjhj
保驾护航	bjhh
瘢痕	bjhf
办好	bjhc
比较好	bjh
白驹过隙	bjgx
版规	bjgv
办公	bjgs
不见棺材不落泪	bjgl
比较尴尬	bjgg
半个	bjge
靽	bjgb
不及格	bjg
比较复杂	bjfz
扳	bjfy
饱经风霜	bjfu
不解风情	bjfq
宝剑锋从磨砺出	bjfi
半分	bjff
扮	bjfd
拌	bjfb
办法	bjfa
搬	bjf
不胫而走	bjez
比较而言	bjey
不教而诛	bjev
比肩而立	bjel
阪	bje
湴	bjdy
北京大学	bjdx
伴读	bjdu
搬动	bjds
半段	bjdr
不减当年	bjdn
斑点	bjdm
不记得了	bjdl
不计代价	bjdj
班底	bjdi
板凳	bjdg
不见得	bjde
搬到	bjdc
半岛	bjdc
半	bjd
饱经沧桑	bjcs
班次	bjci
半仓	bjch
板材	bjcd
不骄不躁	bjbz
瘢	bjby
不疾不徐	bjbx
癍	bjbw
颁布	bjbu
八九不离十	bjbu
不见不散	bjbs
颁	bjbr
斑驳	bjbo
半边	bjbm
不紧不慢	bjbm
半斤八两	bjbl
不即不离	bjbl
搬兵	bjbk
斑斑	bjbj
半壁	bjbi
版本	bjbf
半百	bjbd
颁	bjb
笔记本	bjb
办案	bjan
背景	bj
办	bj
逼走	bizz
闭嘴	bizv
鼻祖	bizu
逼	bizt
比作	bizo
鼻	bizl
鼻子	bizi
避	biz
必有	biyz
避孕	biyy
比喻	biyu
不吃羊肉惹身臊	biys
不齿于人	biyr
闭眼	biyj
鄙夷	biyi
毕业	biye
必要	biyc
鼻音	biyb
诐	biy
觱	bixy
陛下	bixx
不耻下问	bixw
必须	bixu
鼻血	bixt
必选	bixr
必修	bixq
辟邪	bixp
避险	bixm
避嫌	bixm
笔形	bixk
鼻息	bixi
报仇雪恨	bixh
别出心裁	bixc
笔芯	bixb
愎	bix
觱	biwy
比武	biwu
不成问题	biwt
臂弯	biwj
逼问	biwf
珌	biwb
碧	biw
筚	bivu
不吃这一套	bivt
比重	bivs
笔	bivm
笔直	bivi
壁纸	bivi
臂章	bivh
必争	bivg
逼真	bivf
闭着	bive
逼债	bivd
比照	bivc
篦	bivb
笔	biv
匕首	biuz
笔顺	biuy
避税	biuv
避暑	biuu
辟	biuu
壁	biut
贲	biur
臂	biuo
嬖	biun
鄙视	biui
闭上	biuh
必胜	biug
屄	biub
必杀	biua
璧	biu
壁	biu
鼻头	bitz
不成体统	bitt
笔筒	bits
畀	bitl
笔挺	bitk
笔谈	bitj
鼻涕	biti
比特	bite
笔套	bitc
畀	bit
不出所料	bisl
必死	bisi
闭塞	bise
比赛	bisd
纰	bisb
比萨	bisa
纰	bis
比如	biru
必然	birj
避让	birh
鄙人	birf
佖	birb
俾	bir
不成其为	biqw
狴	biqt
壁球	biqq
鼻腔	biql
比起	biqi
狴	biq
匕	bipv
裨	bipu
逼迫	bipo
币	bipj
比拼	bipb
币	bip
半成品	bip
睥	biou
睥	bio
婢女	binv
婢	binu
避难	binj
比拟	bini
妣	binb
婢	bin
比美	bimw
闭幕	bimu
笔墨	bimo
避免	bimm
笔名	bimk
鞭长莫及	bimj
闭门	bimf
笔帽	bimc
闭	bim
壁垒	bilw
比率	bilv
笔录	bilu
秘鲁	bilu
拔出萝卜带出泥	biln
鼻梁	bill
碧蓝	bilj
比例	bili
毙了	bile
不扯了	bil
闭口	bikz
哔	biku
鼻孔	biks
赑	bikr
必看	bikj
鄙	bike
避开	bikd
必考	bikc
吡	bikb
哔	bik
不成敬意	bijy
备尝艰辛	bijx
别出机杼	bijv
闭卷	bijr
必究	bijq
比较	bijn
比肩	bijm
必将	bijl
毕竟	bijk
笔记	biji
逼近	bijb
铋	bij
彼	biiy
壁橱	biiu
彼	bii
逼婚	bihy
笔画	bihx
避讳	bihv
庇护	bihu
闭环	bihr
避祸	biho
不差毫厘	bihl
闭合	bihe
碧海	bihd
秘	bihb
秕	bih
壁挂	bigx
壁柜	bigv
髀	bigu
百尺竿头	bigt
闭关	bigr
避光	bigl
笔杆	bigj
百川归海	bigh
弼	bigg
百尺竿头更进一步	bigb
庇	big
不成方圆	bify
比方	bifh
避风	bifg
比分	biff
笔法	bifa
陛	biet
陛	bie
鼻窦	bidz
敝	bidw
比对	bidv
必读	bidu
弊端	bidr
滗	bidm
濞	bidl
必定	bidk
壁灯	bidg
必得	bide
必	bidd
弊	bidc
泌	bidb
必	bid
荸	bicz
蔽	bicw
荜	bicu
彼此	bici
蓖	bicb
薜	bic
蔽	bic
百吃不厌	biby
必备	bibw
把持不住	bibv
毕	bibu
坒	bibt
碧波	bibo
不吵不闹	bibn
痹	bibl
弊病	bibk
罢黜百家	bibj
比比	bibi
臂膀	bibh
邲	bibe
必败	bibd
毖	bibb
毙	bib
鲾	biat
彼岸	bian
鲾	bia
比	bi
棒子	bhzi
绑在	bhzd
不好意思	bhys
榜眼	bhyj
榜样	bhyh
谤	bhyf
谤	bhy
帮凶	bhxs
冰魂雪魄	bhxp
保护性	bhxk
不和谐	bhx
变化无穷	bhwq
傍晚	bhwj
变幻无常	bhwi
玤	bhwf
玤	bhw
百花争艳	bhvy
帮助	bhvu
抱恨终天	bhvt
不惑之年	bhvn
帮着	bhve
帮手	bhuz
不合时宜	bhuy
彭	bhup
不好说	bhuo
不合适	bhui
榜上	bhuh
磅	bhuf
磅	bhu
绑腿	bhtv
塝	bhtf
塝	bht
不划算	bhsr
保护伞	bhsj
绑	bhse
绑	bhs
帮人	bhrf
不好惹	bhre
傍	bhr
不合群	bhqy
不回去	bhqu
棒球	bhqq
帮腔	bhql
百花齐放	bhqf
绑票	bhpn
不患贫而患不均	bhpj
暴虎冯河	bhph
帮派	bhpd
膀	bhof
膀	bho
兵荒马乱	bhml
棓	bhmk
帮忙	bhmh
榜	bhmf
梆	bhme
变幻莫测	bhmc
巴哈马	bhma
棒	bhm
冰火两重天	bhlt
白鹤亮翅	bhli
悲欢离合	bhlh
帮了	bhle
不回来	bhld
绑牢	bhlc
不合理	bhl
蚌壳	bhke
𠳐	bhk
绑架	bhjx
邦交	bhjn
棒极	bhji
镑	bhjf
绑紧	bhjb
镑	bhj
棒槌	bhiv
不合常理	bhil
磅秤	bhig
帮衬	bhif
蚌	bhi
不怀好意	bhhy
白花花	bhhx
帮会	bhhv
棒喝	bhhe
北回归线	bhgx
帮规	bhgv
帮工	bhgs
别鹤孤鸾	bhgl
不合格	bhge
绑匪	bhfw
帮	bhfj
搒	bhff
邦	bhfe
邦	bhf
不欢而散	bhes
不寒而栗	bhel
不遑多让	bhdr
绑定	bhdk
榜单	bhdj
变化多端	bhdd
北海道	bhdc
浜	bhdb
棒打	bhda
浜	bhd
蒡	bhcf
蒡	bhc
不慌不忙	bhbm
饱汉不知饿汉饥	bhbj
帮帮	bhbh
不会吧	bhba
帮	bh
八竿子打不着	bgzv
闭关自守	bgzu
不攻自破	bgzp
蹦	bgzo
迸	bgzk
迸	bgz
不苟言笑	bgyx
不甘于	bgyu
半个月	bgyt
不够意思	bgys
不顾一切	bgyq
不敢越雷池一步	bgyb
不敢相信	bgxx
半个小时	bgxu
不感兴趣	bgxq
甭想	bgxl
不甘心	bgxb
报告文学	bgwx
别跟我说	bgwu
秉公无私	bgws
琫	bgwl
琫	bgw
悲观主义	bgvy
半个钟头	bgvt
半个钟	bgvs
百舸争流	bgvl
绷直	bgvi
秉公执法	bgvf
绷着	bgve
杯弓蛇影	bguy
甏	bguw
泵	bguu
兵贵神速	bgus
不甘示弱	bgur
甭说	bguo
半个世纪	bguj
办公室	bgui
迸射	bgue
泵	bgu
包工头	bgtz
不关痛痒	bgty
堋	bgto
博古通今	bgtj
崩塌	bgta
堋	bgt
不管三七二十一	bgsy
绷	bgso
闭关锁国	bgsg
不够塞牙缝	bgsf
绷	bgs
不过如此	bgrc
卑躬屈膝	bgqx
不公平	bgpk
崩盘	bgpj
祊	bgpf
帮个忙	bgmh
不归路	bglu
不敢掠美	bglm
波光粼粼	bgll
八国联军	bglj
不甘落后	bglh
不管了	bgle
崩溃	bgkv
嘣	bgko
嘣	bgk
镚	bgjo
不干胶	bgjn
不甘寂寞	bgjm
白骨精	bgjk
百感交集	bgjj
蹦极	bgji
绷紧	bgjb
镚	bgj
蹦床	bgil
蚌	bgif
蚌	bgi
不甘后人	bghr
崩坏	bghk
拔根汗毛比腰粗	bghc
不敢苟同	bggt
甭管	bggr
揼	bgfu
迸发	bgfa
揼	bgf
崩	bgeo
不过尔尔	bgee
崩	bge
不共戴天	bgdt
绷断	bgdr
半个多世纪	bgdj
蹦迪	bgdi
不敢当	bgdh
绷带	bgdd
蹦跶	bgda
甭	bgby
不管不问	bgbw
蚌埠	bgbu
包工包料	bgbl
毕恭毕敬	bgbj
不干不净	bgbj
笔耕不辍	bgbi
不管不顾	bgbg
半工半读	bgbd
甭	bgb
蹦	bg
奔走	bfzz
不负责任	bfzr
不放在眼里	bfzl
本子	bfzi
不负责	bfze
不费一兵一卒	bfyz
暴风雨	bfyu
本月	bfyt
本源	bfyr
本应	bfyk
本意	bfyi
本页	bfye
不法行为	bfxw
不分轩轾	bfxv
本校	bfxn
本想	bfxl
本性	bfxk
白费心机	bfxj
本息	bfxi
不放心	bfxb
变法维新	bfwx
本位	bfww
本无	bfwu
本文	bfwf
本周	bfvz
百分之一	bfvy
捕风捉影	bfvy
不负众望	bfvw
笨猪	bfvu
不法之徒	bfvt
笨重	bfvs
笨拙	bfvo
本站	bfvj
本质	bfvi
本着	bfve
百分之百	bfvb
笨	bfv
百分之	bfv
贲	bfur
比方说	bfuo
本事	bfui
不负韶华	bfuh
本省	bfug
本身	bfuf
悲愤填膺	bfty
本土	bftu
本条	bftn
本田	bftm
本体	bfti
奔腾	bftg
坋	bftd
奔逃	bftc
不负所托	bfst
奔丧	bfsh
本色	bfse
畚	bfs
本日	bfri
本人	bfrf
倴	bfrc
不乏其人	bfqr
本钱	bfqm
本期	bfqi
不分青红皂白	bfqb
不服气	bfq
本票	bfpn
奔跑	bfpc
笨鸟	bfnn
本年	bfnm
本能	bfng
犇	bfn
本名	bfmk
本门	bfmf
栟	bfm
本轮	bfly
本类	bflw
白费力气	bflq
兵分两路	bfll
本领	bflk
本来	bfld
白费口舌	bfku
本刊	bfkj
本科	bfke
百废俱兴	bfjx
本家	bfjx
本就	bfjq
本届	bfjp
本季	bfji
锛	bfjc
本金	bfjb
锛	bfj
奔出	bfiu
不费吹灰之力	bfil
奔驰	bfii
本场	bfih
暴发户	bfhu
本行	bfhh
百分号	bfhc
本国	bfgo
本该	bfgd
奔赴	bffu
奔放	bffh
本分	bfff
百废待兴	bfdx
不复当年	bfdn
百分点	bfdm
笨蛋	bfdj
本地	bfdi
本当	bfdh
奔	bfdc
奔	bfd
不复存在	bfcz
不负此生	bfcu
本次	bfci
白发苍苍	bfcc
苯	bfcb
苯	bfc
百发百中	bfbv
本部	bfbu
坌	bfbt
奔波	bfbo
本表	bfbn
不方便	bfbm
百分比	bfbi
笨笨	bfbf
百分百	bfbd
本报	bfbc
坌	bfb
本案	bfan
本	bfaa
本	bfa
本	bf
不二之选	bevx
巴尔扎克	bevk
布尔什维克	beuk
白俄罗斯	bels
巴尔干	begj
不二法则	befz
不二法门	befm
避而不谈	bebt
避而不见	bebj
博而不精	beb
不饿	be
败走	bdzz
不打自招	bdzv
白族	bdzu
白做	bdzo
白字	bdzi
摆在	bdzd
半吊子	bdz
柏油	bdyz
白云	bdyy
不得有误	bdyw
步调一致	bdyv
不得已而为之	bdyv
白玉	bdyu
百元	bdyr
弊大于利	bdyl
不得要领	bdyl
不答应	bdyk
白眼	bdyj
不得已	bdyi
白羊	bdyh
百业	bdye
白药	bdyc
白银	bdyb
不等于	bdy
拔刀相助	bdxv
白雪	bdxt
拜谢	bdxp
白线	bdxm
百姓	bdxk
白皙	bdxi
北斗星	bdx
百位	bdww
不断完善	bdwu
不得无礼	bdwl
百万	bdwj
本单位	bdw
白昼	bdvz
白纸	bdvi
败仗	bdvh
摆正	bdvg
别当真	bdvf
摆着	bdve
不懂装懂	bdvd
败招	bdvc
拜寿	bduz
不得善终	bduv
掰	bduu
不动声色	bdus
白说	bduo
拜山	bduj
拜师	bdui
摆上	bduh
拜	bduf
摆设	bdue
白纱	bdua
拜	bdu
白头	bdtz
败退	bdtv
白兔	bdtu
拜托	bdto
白条	bdtn
白天	bdtm
摆摊	bdtj
半导体	bdti
白糖	bdth
拜堂	bdth
不断提高	bdtg
百态	bdtd
摆脱	bdt
百岁	bdsv
败诉	bdsu
白送	bdss
不打算	bdsr
冰冻三尺	bdsi
冰冻三尺，非一日之寒	bdsh
百色	bdse
白色	bdse
